Código CCN;Código CNH;Nombre;Comunidad Autónoma;Provincia;Municipio;Dirección;Código Postal;Teléfono;Número de camas instaladas;Tipo de Centro;Dependencia Funcional;Observaciones;Concierto;Acreditación Docente
908005242;81739;CENTRE SOCIOSANITARI DE L'HOSPITALET - CONSORCI SANITARI INTEGRAL;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Avenida Josep Molins 41;8906;934407500;123;Hospitales de media y larga estancia;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
908005141;80543;HESTIA DURAN I REYNALS;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Avenida Gran  Via 203;8908;934170400;428;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);SI
908005243;81605;PRYTANIS HOSPITALET CENTRE SOCIOSANITARI;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Calle Aprestadora 43-45;8902;932988090;104;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
908005293;82112;UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Calle Sant Rafael 11;8905;936402400;35;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005180;80771;HOSPITAL GENERAL DE L'HOSPITALET;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Avenida Josep Molins, 29;8906;934407500;89;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
908005181;80752;HOSPITAL UNIVERSITARI DE BELLVITGE;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Calle Feixa Llarga S/N;8907;933357011;1022;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
121001251;210137;HOSPITAL COSTA DE LA LUZ;ANDALUCÍA;HUELVA;Huelva;Calle Punta Umbrã?A 8;21002;959242100;56;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
121000145;210059;HOSPITAL BLANCA PALOMA;ANDALUCÍA;HUELVA;Huelva;Avenida Diego Moron 3;21005;959012100;203;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
121000147;210123;HOSPITAL UNIVERSITARIO JUAN RAMÃ?N JIMÃ?NEZ;ANDALUCÍA;HUELVA;Huelva;Ronda Exterior Norte S/N;21005;959016000;503;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
121000149;210031;HOSPITAL VAZQUEZ  DIAZ;ANDALUCÍA;HUELVA;Huelva;Carretera Sevilla-Huelva S/N;21005;959014603;84;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
121000146;210025;HOSPITAL INFANTA ELENA;ANDALUCÍA;HUELVA;Huelva;Calle Autovia Sevilla-Huelva S/N;21080;959015132;304;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
121000151;210084;CLINICA LOS NARANJOS;ANDALUCÍA;HUELVA;Huelva;Paseo De Los Naranjos 1;21004;959243900;25;Hospitales Generales;PRIVADOS;;Sin concierto;NO
104000320;40084;HOSPITAL LA INMACULADA;ANDALUCÍA;ALMERÍA;Huércal-Overa;Avenida Doctora Ana Parra S/N;4600;950029176;184;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
222000002;220015;HOSPITAL GENERAL SAN JORGE;ARAGÓN;HUESCA;Huesca;Avenida Martinez De Velasco 36;22004;974247000;297;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
222000004;220020;CENTRO DE REHABILITACION PSICOSOCIAL SANTO CRISTO DE LOS MILAGROS;ARAGÓN;HUESCA;Huesca;Carretera Arguis KM 2,5;22006;974220772;110;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
222000001;220036;HOSPITAL SAGRADO CORAZON DE JESUS;ARAGÓN;HUESCA;Huesca;Paseo Lucas Mallada 22;22006;974292000;70;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
222000006;220041;HOSPITAL VIAMED SANTIAGO;ARAGÓN;HUESCA;Huesca;Calle Sariñena 12;22004;974220600;40;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
538002381;380337;HOSPITAL DEL NORTE;CANARIAS;SANTA CRUZ DE TENERIFE;Icod de los Vinos;Calle Gaviotas (Las) 22;38437;922678061;51;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
908005253;81885;HOSPITAL D'IGUALADA;CATALUÑA;BARCELONA;Igualada;Avenida Catalunya 11;8700;938075500;280;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
908005182;80787;FUNDACIO SANITARIA SANT JOSEP;CATALUÑA;BARCELONA;Igualada;Calle Carme  Verdaguer 56;8700;938032650;145;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
407000411;70377;HOSPITAL COMARCAL D´INCA;ILLES BALEARS;ILLES BALEARS;Inca;Carretera Vella De Llubi S/N;7300;971888514;165;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
222000005;220089;HOSPITAL DE JACA SALUD;ARAGÓN;HUESCA;Jaca;Carretera Rapitan S/N;22700;974355331;50;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
123000212;230151;HOSPITAL MATERNO-INFANTIL DEL H.U. DE JAEN;ANDALUCÍA;JAÉN;Jaén;Avenida Del Ejercito Espaã?Ol 10;23007;953008000;129;Hospitales especializados;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
123000215;230063;CLINICA CRISTO REY;ANDALUCÍA;JAÉN;Jaén;Paseo La Estacion 40;23008;953250440;39;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
123000208;230011;Hospital Universitario De Jaen;ANDALUCÍA;JAÉN;Jaén;Avenida Ejercito Espaã?Ol 10;23007;953008010;427;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
123000210;230047;HOSPITAL NEUROTRAUMATOLOGICO DEL H.U. DE JAEN;ANDALUCÍA;JAÉN;Jaén;Carretera Bailen Motril S/N;23007;953008000;193;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
123000211;230026;HOSPITAL DOCTOR  SAGAZ;ANDALUCÍA;JAÉN;Jaén;Carretera Del Neveral S/N;23004;953008001;56;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
111000252;110271;CLINICA SERMAN - INSTITUTO MEDICO;ANDALUCÍA;CÁDIZ;Jerez de la Frontera;Paseo La Rosaleda 40;11405;956301211;41;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000284;110125;HOSPITAL SAN  JUAN GRANDE;ANDALUCÍA;CÁDIZ;Jerez de la Frontera;Glorieta Doctor Felix Rodriguez De La Fuente S/N;11408;956357300;143;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000295;110239;HOSPITAL JEREZ PUERTA DEL SUR;ANDALUCÍA;CÁDIZ;Jerez de la Frontera;Avenida Puerta Del Sur S/N;11408;956357100;98;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000297;110103;CLINICA LOS ALAMOS;ANDALUCÍA;CÁDIZ;Jerez de la Frontera;Avenida Tamarix 4;11407;956182244;15;Hospitales Generales;PRIVADOS;;Sin concierto;NO
111000290;110110;HOSPITAL UNIVERSITARIO DE JEREZ DE LA FRONTERA;ANDALUCÍA;CÁDIZ;Jerez de la Frontera;Carretera Ronda Circunvalacion S/N;11408;956032075;498;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
925000764;250221;REEIXIR;CATALUÑA;LLEIDA;Juneda;Calle Afores S/N;25430;973269543;44;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
1601000006;10088;HOSPITAL DE LEZA;PAÍS VASCO;ÁLAVA;Laguardia;Carretera Vitoria-Logroño Km. 59 ( Er/Cr ) S/N;1309;945006900;63;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
333000848;330254;FUNDACION SANATORIO ADARO;PPDO. DE ASTURIAS;ASTURIAS;Langreo;Calle Jove Y Canella 1;33900;985692111;138;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
333001052;330241;HOSPITAL VALLE DEL NALON;PPDO. DE ASTURIAS;ASTURIAS;Langreo;Poligono De Riaño S/N;33920;985652000;223;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1726000080;260109;CLINICA LOS MANZANOS;LA RIOJA;LA RIOJA;Lardero;Calle Hnos. Maristas S/N;26140;941499490;52;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
639000456;390134;HOSPITAL COMARCAL DE LAREDO;CANTABRIA;CANTABRIA;Laredo;Avenida Derechos Humanos S/N;39770;942638500;131;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
141006016;410454;HOSPITAL DE ALTA RESOLUCION DE LEBRIJA;ANDALUCÍA;SEVILLA;Lebrija;Avenida El Cuervo S/N;41740;0;22;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1328000042;280838;HOSPITAL UNIVERSITARIO SEVERO OCHOA;MADRID;MADRID;Leganés;Avenida Orellana S/N;28911;914818000;386;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1328020933;281438;INSTITUTO PSIQUIATRICO SERVICIOS DE SALUD MENTAL JOSE GERMAIN - 2 ARAGON;MADRID;MADRID;Leganés;Calle Aragon 17;28913;0;136;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000049;280843;INSTITUTO PSIQUIATRICO SERVICIOS DE SALUD MENTAL JOSE GERMAIN - 1 LUNA;MADRID;MADRID;Leganés;Calle Luna 1;28911;915856500;42;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
724001714;240074;CLINICA SAN FRANCISCO;CASTILLA Y LEÓN;LEÓN;León;Calle Marqueses De San Isidro 11;24000;987251012;75;Hospitales Generales;PRIVADOS;;Sin concierto;NO
724001712;240016;HOSPITAL DE LEON (COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON);CASTILLA Y LEÓN;LEÓN;León;Calle Altos De Nava 0;24073;987237400;794;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
724001719;240021;HOSPITAL MONTE SAN ISIDRO (COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON);CASTILLA Y LEÓN;LEÓN;León;Carretera Nacional 630, Km. 140;24008;987237400;145;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
724001718;240055;REGLA HM HOSPITALES;CASTILLA Y LEÓN;LEÓN;León;Calle Cardenal Landazuri 2;24003;0;130;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
724001722;240093;HOSPITAL SANTA ISABEL (COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON);CASTILLA Y LEÓN;LEÓN;León;Carretera De Madrid, Km. 118;24005;987237400;117;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
121001889;210148;HOSPITAL VIRGEN DE LA BELLA;ANDALUCÍA;HUELVA;Lepe;Avenida Las Rosas S/N;21440;649902722;61;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
123000213;230079;HOSPITAL  SAN AGUSTIN;ANDALUCÍA;JAÉN;Linares;Avenida San Cristobal S/N;23700;953024200;204;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
111004317;110316;HOSPITAL DE LA LINEA DE LA CONCEPCION;ANDALUCÍA;CÁDIZ;Línea de la Concepción, La;Ronda Norte, Esquina C/ Gabriel Mirã³ S/N;11300;956026500;243;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
333000032;330321;CENTRO SALUD MENTAL PEREZ ESPINOSA;PPDO. DE ASTURIAS;ASTURIAS;Llanera;Calle Santa Rosa 6;33690;985771677;42;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
925000574;250045;VITHAS HOSPITAL MONTSERRAT;CATALUÑA;LLEIDA;Lleida;Calle Bisbe Torres 13;25002;973266300;47;Hospitales Generales;PRIVADOS;;Sin concierto;NO
925000586;250209;HOSPITAL JAUME NADAL MEROLES;CATALUÑA;LLEIDA;Lleida;Calle Academia 41;25002;973289333;126;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
925000909;250232;HOSPITAL SANT JOAN DE DEU LLEIDA;CATALUÑA;LLEIDA;Lleida;Avenida Canadenca S/N;25001;973740010;130;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);SI
925000577;250061;CLINICA TERRES DE PONENT;CATALUÑA;LLEIDA;Lleida;Avenida Enric Prat De La Riba 79-81;25004;973232943;123;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
925000576;250024;HOSPITAL SANTA MARIA;CATALUÑA;LLEIDA;Lleida;Avenida Alcalde Rovira Roure 44;25198;973727222;229;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
925000575;250058;CLINICA PERPETUO SOCORRO DE LERIDA, GRUPO HLA, SLU;CATALUÑA;LLEIDA;Lleida;Calle Bisbe Messeguer 3;25003;973266100;58;Hospitales Generales;PRIVADOS;;Sin concierto;NO
925000571;250077;CLINICA PSIQUIATRICA BELLAVISTA;CATALUÑA;LLEIDA;Lleida;Avenida Rovira Roure 116;25198;973231698;75;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
925000572;250019;HOSPITAL UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA.;CATALUÑA;LLEIDA;Lleida;Avenida Alcalde  Rovira  Roure 80;25198;973248100;463;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
1106000794;60114;HOSPITAL GENERAL DE LLERENA;EXTREMADURA;BADAJOZ;Llerena;Avenida Badajoz 1;6900;924877000;136;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1046006312;460392;HOSPITAL DE LLIRIA;COMUNIDAD VALENCIANA;VALENCIA;Llíria;Paraje Paratge Cabeço De L'Aguila, Cv 35 S/N;46160;962718800;90;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
917000818;170160;HOSPITAL SOCIOSANITARI DE LLORET DE MAR;CATALUÑA;GIRONA;Lloret de Mar;Calle Vall De Venecia, 59;17310;972364736;63;Hospitales de media y larga estancia;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
407001688;70423;HOSPITAL CLINIC BALEAR;ILLES BALEARS;ILLES BALEARS;Llucmajor;Paseo Arbreda S/N;7609;971443030;34;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1726000846;260051;POLICLINICO RIOJANO NUESTRA SEÑORA DE VALVANERA;LA RIOJA;LA RIOJA;Logroño;Calle Ramon Y Cajal S/N;26006;941211900;87;Hospitales de media y larga estancia;PRIVADOS;;Concierto sustitutorio;NO
1726000576;260027;HOSPITAL SAN PEDRO;LA RIOJA;LA RIOJA;Logroño;Calle Piqueras 98;26006;941298000;522;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1726000067;260048;HOSPITAL DE LA RIOJA;LA RIOJA;LA RIOJA;Logroño;Avenida Avenida De Viana 1;26071;941298000;68;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
118004203;180133;HOSPITAL DE ALTA RESOLUCION DE LOJA;ANDALUCÍA;GRANADA;Loja;Avenida Tierno Galvan S/N;18300;958338100;22;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1430000064;300217;HOSPITAL VIRGEN DEL ALCAZAR DE LORCA;REGIÓN DE MURCIA;MURCIA;Lorca;Alameda De Los Tristes S/N;30800;968468600;175;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
1430000063;300256;HOSPITAL RAFAEL MENDEZ;REGIÓN DE MURCIA;MURCIA;Lorca;Carretera Nacional 340, Km 589 S/N;30817;968445500;287;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1227000097;270076;SANATORIO NOSA SEÑORA DOS OLLOS GRANDES;GALICIA;LUGO;Lugo;Calle Montevideo 23;27001;982284040;69;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1227000093;270018;COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO;GALICIA;LUGO;Lugo;Calle Ulises Romero 1;27003;982296000;848;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1227000096;270057;HOSPITAL POLUSA;GALICIA;LUGO;Lugo;Calle Doutor Iglesias Otero S/N;27004;982222854;97;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000031;280014;HOSPITAL UNIVERSITARIO LA PAZ;MADRID;MADRID;Madrid;Paseo De La Castellana 261;28046;917277000;1052;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000027;280246;HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑON;MADRID;MADRID;Madrid;Calle Del Doctor Esquerdo 46;28009;915868000;1253;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000019;280210;HOSPITAL DE CANTOBLANCO;MADRID;MADRID;Madrid;Carretera De Colmenar Viejo K.14,8;28049;915867575;126;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000086;281270;HOSPITAL UNIVERSITARIO INFANTA LEONOR;MADRID;MADRID;Madrid;Avenida De La Gran Via Del Este 80;28031;911918000;269;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000044;280091;HOSPITAL VIRGEN DE LA TORRE;MADRID;MADRID;Madrid;Calle Del Puerto De Lumbreras 5;28031;913315814;92;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000048;280259;INSTITUTO PROVINCIAL DE REHABILITACION;MADRID;MADRID;Madrid;Calle De Francisco Silvela 40;28028;915868967;96;Hospitales especializados;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000016;280164;HOSPITAL CARLOS III;MADRID;MADRID;Madrid;Calle De Sinesio Delgado 8-10;28029;914532500;90;Otros Centros con Internamiento;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1328000009;280421;HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ;MADRID;MADRID;Madrid;Avenida De Los Reyes Catolicos 2;28040;915504800;659;Hospitales Generales;PRIVADOS;;Concierto sustitutorio;SI
1328000006;280549;HOSPITAL FUENSANTA;MADRID;MADRID;Madrid;Calle De Arturo Soria 17;28027;914079295;30;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000078;281225;HOSPITAL UNIVERSITARIO HM SANCHINARRO;MADRID;MADRID;Madrid;Calle De Oña 10;28050;917567800;198;Hospitales Generales;PRIVADOS;;Concierto parcial;SI
1328000064;281049;HOSPITAL HLA UNIVERSITARIO MONCLOA;MADRID;MADRID;Madrid;Avenida De Valladolid 83;28008;915954500;235;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000014;280468;HOSPITAL SAN CAMILO;MADRID;MADRID;Madrid;Calle De Juan Bravo 39;28006;914022100;70;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000059;280382;HOSPITAL SAN FRANCISCO DE ASIS;MADRID;MADRID;Madrid;Calle De Joaquin Costa 28;28002;915630360;168;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000015;280376;CLINICA SANTA ELENA;MADRID;MADRID;Madrid;Calle De La Granja 8;28003;914539400;76;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000025;280954;HOSPITAL UNIVERSITARIO HM MADRID;MADRID;MADRID;Madrid;Plaza Del Conde Del Valle De Suchil 16;28015;914476600;99;Hospitales Generales;PRIVADOS;;Concierto parcial;SI
1328000030;280565;HOSPITAL RUBER INTERNACIONAL;MADRID;MADRID;Madrid;Calle De La Maso 38;28034;913875000;143;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000053;280587;HOSPITAL LA MILAGROSA S.A.;MADRID;MADRID;Madrid;Calle De Modesto Lafuente 14;28010;914472100;171;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000007;280534;CLINICA LA LUZ, S.L.;MADRID;MADRID;Madrid;Calle Del Maestro Angel Llorca 8;28003;915530500;180;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000018;280360;HOSPITAL BEATA MARIA ANA;MADRID;MADRID;Madrid;Calle Del Doctor Esquerdo 83;28007;914097423;160;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000077;281247;HOSPITAL PARDO DE ARAVACA;MADRID;MADRID;Madrid;Calle De La Salle 12;28023;917402682;98;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000013;280552;HOSPITAL RUBER JUAN BRAVO;MADRID;MADRID;Madrid;Calle De Juan Bravo 49;28006;914026100;163;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000010;280474;HOSPITAL NUESTRA SEÑORA DE AMERICA;MADRID;MADRID;Madrid;Calle De Arturo Soria 103-105-107;28043;914130061;100;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000060;280357;HOSPITAL QUIRONSALUD SAN JOSE;MADRID;MADRID;Madrid;Calle De Cartagena 111;28002;914153100;84;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000024;280344;HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS;MADRID;MADRID;Madrid;Calle De San Bernabe 13;28005;913657600;72;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000040;280339;HOSPITAL SAN RAFAEL;MADRID;MADRID;Madrid;Calle De Serrano 199;28016;915649943;188;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000050;280409;CLINICA NUESTRA SEÑORA DE LA PAZ;MADRID;MADRID;Madrid;Calle De Lopez De Hoyos 259;28043;914156000;99;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Concierto parcial;SI
1328000051;280395;CLINICA SAN MIGUEL;MADRID;MADRID;Madrid;Calle De Arturo Soria 204;28043;914135011;94;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Concierto parcial;NO
1328020928;281416;CLINICA SAN VICENTE;MADRID;MADRID;Madrid;Avenida Del Ventisquero De La Condesa 46;28035;0;45;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1328000079;281214;HOSPITAL CENTRO DE CUIDADOS LAGUNA;MADRID;MADRID;Madrid;Calle Del Concejal Francisco Jose Jimenez Martin 128;28047;914010708;47;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1328000061;280455;CLINICA SEAR;MADRID;MADRID;Madrid;Carretera De Colmenar Viejo KM.16;28049;917340500;250;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1328000029;280416;FUNDACION INSTITUTO SAN JOSE;MADRID;MADRID;Madrid;Calle Del Pinar De San Jose 98;28054;915080140;259;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1328000069;281113;HOSPITAL MD ANDERSON CANCER CENTER MADRID;MADRID;MADRID;Madrid;Calle De Gomez Hemans 2;28033;913834980;99;Hospitales especializados;PRIVADOS;;Concierto parcial;NO
1328000063;281034;CLINICA ISADORA S.A.;MADRID;MADRID;Madrid;Calle De Los Pirineos 7;28040;913111000;19;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
1328000043;280072;HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS;MADRID;MADRID;Madrid;Calle Del Profesor Martin Lagos S/N;28040;913303000;861;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1328000057;280323;SANATORIO NUESTRA SEÑORA DEL ROSARIO;MADRID;MADRID;Madrid;Calle Del Principe De Vergara 53;28006;914359100;176;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1328000023;280127;HOSPITAL UNIVERSITARIO DE LA PRINCESA;MADRID;MADRID;Madrid;Calle De Diego De Leon 62;28006;915202200;524;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1328000017;280035;HOSPITAL UNIVERSITARIO 12 DE OCTUBRE;MADRID;MADRID;Madrid;Avenida De Cordoba S/N;28041;913908000;1196;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1328000039;280029;HOSPITAL UNIVERSITARIO RAMON Y CAJAL;MADRID;MADRID;Madrid;Carretera De Colmenar Viejo KM.9,1;28034;913368000;901;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
